id,name,text,trans
0-chapter_name,,ホラ話から出たまこと,吹牛成真
0-synopsis,,とある風の強い日。一行は騎空艇の甲板でキハールの冒険譚に耳を傾けていた。傘で空中散歩をしたという話に感激するルリア。ルリアがキハールの話の続きを聞こうとした矢先、一行の前に魔物が現れたのだった。,某个狂风大作的日子。一行人在骑空艇的甲板上听着齐哈尔的冒险故事。露莉亚对用伞空中散步的故事感动不已。就在露莉亚想听齐哈尔继续讲下去的时候，魔物出现在了一行人面前。
0,ルリア/露莉亚,わわ！\n今日は風が強いですねえ！,哇哇！\n今天风真大啊！
1,キハール/齐哈尔,ンハハハ！　こんな日は、\n吾輩がまだ見習い騎空士だった頃の\nできごとを思い出すのである。,恩哈哈哈！这种天气，\n就让我想起吾辈\n还是见习骑空士时发生的事啊。
2,キハール/齐哈尔,前の日が強い雨でな。\n騎空艇で空を飛びながら、使った傘を\n甲板で乾かしていたのである。,前一天下了很大的雨。\n吾辈在骑空艇上飞行时，\n把用过的伞拿到甲板上晾干。
3,キハール/齐哈尔,吾輩、それを片づけようと\nしたのであるが……風にあおられた傘が\n飛んで行ってしまったのである。,吾辈正打算把它收起来……\n却被风吹走了……。
4,ビィ/碧,あちゃ～、それじゃあ\nせっかく干してた傘が\nなくなっちまったのかぁ。,哎呀～，那岂不是\n白白晾了那么久的伞\n就没了。
5,キハール/齐哈尔,いや！　吾輩、その時咄嗟に\n傘の柄を掴んだのである……だが、\n吾輩をぶらさげたまま傘は空に……！,才不是！吾辈当时\n一把抓住了伞柄……但是，\n伞却带着吾辈飞上了天空……！
6,ルリア/露莉亚,え……えええぇ！？\nお、お爺さん、\n騎空艇から落ちちゃったんですか！？,诶……诶诶诶！？\n爷、爷爷，\n您从骑空艇上掉下去了吗！？
7,キハール/齐哈尔,ンハハハ！\nそのまま吾輩と傘は、\n空中散歩と洒落こんだのである！,恩哈哈哈！\n吾辈就这样和伞，\n开始了一场空中散步！
8,ルリア/露莉亚,どきどき……\nそれでそれで！？\nどうなったんですか！？,好紧张……\n然后呢然后呢！？\n后来怎么样了！？
9,ビィ/碧,大変だ！　ルリアと爺さん！\n魔物が騎空艇の行く手を\n邪魔してるぞ！,不好了！露莉亚，老爷子！\n魔物挡住了骑空艇的去路！
10,キハール/齐哈尔,おお、それは一大事である！\n騎空艇を守るために戦わねば！\nいざ行かん、団長殿！,哦，那可不得了！\n为了守护骑空艇，必须战斗！\n上吧，团长！
info,,,scene_chr058_q1_s10
译者,,,Gemini
