id,trans
filename,scene_evt160131_cp3_q1_s10
translator,gpt-4o-2024-08-06
info,scene_evt160131_cp3_q1_s10
39,到这地步就只能搏一把了！就参加这个赌局吧！
38,维恩那家伙脸色一直发青……不能就这样下去。
37,……确实啊。露莉亚随时可能倒下……
36,不过，这样下去不是越来越穷吗？
35,赌博……吗。虽然赢了确实有利可图，但真的能成功吗……
34,说完，前辈渔夫就离开了索利茲他们。
33,我来给你们介绍吧。如果要加入赌局，下次撒网时叫我。
32,傻子只会被人利用……嘛，你们也算是从傻子升到笨蛋了。
31,什么……！你怎么不早点告诉我们！
30,赢了的话，饭和酒都能随便拿。船舱也能搬到好地方。
29,我们啊，是通过赌博来增加比特的。输了可是地狱……
28,……嘿！你还挺懂事的嘛。我还以为你会更慢明白。
27,说着，欧根将几枚比特塞进了渔夫的口袋。
25,……能不能帮我保管这个。前辈……
24,……有办法吧？无论是高效地赚，还是便宜地采购，总有办法的。
23,啊？谁在偷懒！？胡说八道的是你吧！
22,啊？当然是靠流汗工作赚的！想偷懒可不行！
21,喂，前辈。你们都是怎么赚比特的？
20,喂！又在闲聊了吗混蛋！你们是从嘴巴里生出来的吗！
19,……有什么窍门在里面吧。
18,光是拉网的话，也就够买一两个饭团的。
17,说得也是啊。那个渔夫说用比特买饭吃……
16,不过啊，干了这么多活，这比特还是一点都攒不下来。
15,没错。我老家也是，全是些身材魁梧的大叔。
14,呼，这渔夫的工作真是需要相当的臂力啊。
12,拉起来！嗨呀！
9,没事没事！坚强是我的优点吧，兰酱！
8,维恩……你脸色一直不好，真的没问题吗？
7,哎呀，网破得挺厉害的……得晒干后修一下。
6,好的！明白了！姬塔，小心别被螃蟹夹到手。
5,明白。我来收集螃蟹。露莉亚和姬塔，去捡鱼。
4,呼……！好，把鱼和螃蟹分开！我们来拉下一网！
2,把网拉起来！很危险，靠边站！！喔啦！
1,为了赚取连吃饭都需要的比特，姬塔和伙伴们努力工作。
0,姬塔一行得知在探查工船内使用的货币是比特。
0-synopsis,欧根等人认为仅靠完成分配的工作无法正当地赚取比特，于是向前辈渔夫询问增加比特的方法。受到贿赂的前辈渔夫高兴地透露，大家都是通过赌博来增加比特的。
0-chapter_name,第三话 冰河的牢狱
