id,trans
filename,scene_chr187_q2_s10
translator,Gemini
info,scene_chr187_q2_s10
20,不好了！\n姬塔，我们去\n帮企鹅先生吧！
19,什……么！\n居然在保护小鬼\n企鹅……！
17,企……鹅——！
16,哇啊啊啊……！
15,从草丛中现身的魔物\n朝孩子们\n袭去。
14,吼——！！
13,可是……那种东西是假的……
12,看啊！\n你把魔物惹怒了！
11,嗷呜！！
10,什……么！\n居然朝魔物扔石头\n你想干什么！
9,哼，我才不怕\n假的魔物呢！\n看招……呀！
8,喂喂……难道说\n刚才的魔物带着同伴\n回来了吗！？
7,咕噜噜……
6,企……鹅。
5,唔嗯，真伤脑筋啊。\n要怎样才能\n重获对企鹅先生的信赖呢……
4,唉……\n真是个顽固的小鬼……
3,吵死了，我才不会被骗呢！\n反正刚才的魔物\n也是串通好的吧！我早就看穿了！
2,嘿嘿嘿～\n怎么样，小鬼们！\n企鹅真的很强吧？
1,企—鹅—！
0,漂亮地击退了魔物的姬塔等人。\n本以为已经重新获得了孩子们\n的信赖，可是——
0-synopsis,虽然姬塔等人击退了魔物，但还是没能解开少年们的误会。对正义英雄企鹅的不信任感与日俱增，少年的行为反而引来了更多的魔物。
0-chapter-name,孩子们的希望，企鹅☆
