id,name,text,trans
0-chapter_name,,#01 DEATH & STRAWBERRY…?,#01 死神与草莓……？
0-synopsis,,別行動中のカシウスとアイザックは、異変が離れた島にまで広がっていることを確認し、現地で奇妙な金属片を発見する。そこへマユリとネムが現れ、彼らは異世界から来たと明かす。一行は島の変化が虚圏そのものの転移に近いと推測するが、その時、虚と空の魔物が混ざったような存在が出現する。,正在分头行动的卡西乌斯与艾扎克确认异变已经蔓延至远方的岛屿，并在当地发现了奇怪的金属片。此时，涅茧利和涅音梦现身，表明他们来自异世界。一行人推测岛屿的变化更接近虚圈本身发生了转移，而就在这时，一个仿佛由虚与空之世界的魔物混合而成的存在出现了。
1,,姬塔達と別行動をしていた\nカシウスとアイザックは調査を続け、\n今は島から離れた孤島にいた。,与姬塔一行分头行动的\n卡西乌斯和艾扎克继续展开调查，\n此刻正身处一座远离异变岛屿的孤岛。
2,,孤島も変貌した島と同じく、\n地形や構造が変化しており、\nふたりは表情に困惑の色を浮かべる。,这座孤岛也和发生变故的岛屿一样，\n地形和构造都出现了变化，\n两人的脸上浮现出困惑的神色。
3,アイザック/艾扎克,やれやれ、こりゃ、酷いありさまだね。\n異変が起きてる島からここ、\n割と距離があると思うんだけれど。,哎呀呀，这可真是惨不忍睹。\n这里距离发生异变的岛屿，\n应该相当远才对。
4,アイザック/艾扎克,見た目以上に\nヤバい事態みたいだね。\n調査しがいがあるってもんだ。,看来情况比表面上还要糟糕。\n倒是很有调查的价值。
5,カシウス/卡西乌斯,ああ。恐らくだが\n島は何かに侵食されている。,嗯。恐怕这座岛\n正在遭到某种东西侵蚀。
6,アイザック/艾扎克,侵食、か。良い表現だ。\n確かにこの変化はあの島を中心に\n広がっているね。このままじゃ……,侵蚀吗。形容得很好。\n这种变化确实正以那座岛为中心扩散。\n再这样下去……
7,カシウス/卡西乌斯,事前情報の通り、\nやがて空を飲み込む可能性が高い。,正如事前情报所言，\n最终很可能会将整片天空吞没。
8,カシウス/卡西乌斯,早急に事態を解決しよう。\nこの空を失うわけにはいかん。,尽快解决这起事态吧。\n我们不能失去这片天空。
9,アイザック/艾扎克,了解。\nといっても手掛かりは──……,了解。\n话虽如此，目前的线索——……
12,アイザック/艾扎克,この<span class='scene-font-spword'>“金属片”</span>だけ、か。,就只有这块<span class='scene-font-spword'>“金属片”</span>吗。
13,,アイザックはカシウスと共に\n探索した結果、奇妙な“金属片”を\n発見していた。,艾扎克与卡西乌斯一同探索后，\n发现了一块奇怪的“金属片”。
14,カシウス/卡西乌斯,見た感じ、鉄でも鋼でもない。\n異質な物質で出来ているな。,看起来既不是铁，也不是钢。\n是由某种异质材料制成的。
15,アイザック/艾扎克,オーケー、なら採取して\n調べるしかないか。\nちょっと怖いけどね。,好吧，那就只能先采集下来\n再进行调查了。\n虽然有点吓人。
16,カシウス/卡西乌斯,必要ならば俺がやろう。,有需要的话，就由我来吧。
17,アイザック/艾扎克,ははっ、兄弟の手は煩わせないさ。\n僕は──,哈哈，哪能麻烦兄弟动手。\n我可是——
18,カシウス/卡西乌斯,ダクトなエンジニアだからな。,万能工程师，对吧。
19,アイザック/艾扎克,流石、分かってるじゃない。\nさーて、マニピュレーターアームを\n調整して……,不愧是你，很懂嘛。\n好了，先调整一下机械臂……
20,？？？,待ち給え。\nそれに触れるんじゃあないヨ。,等一下。\n不准碰那个哦。
21,アイザック/艾扎克,ん？　ひ、人！？,嗯？有、有个人！？
22,アイザック/艾扎克,すぐに離れるんだ！\nここは危険な場所だ……よ……？,快点离开那里！\n这里很危险……的……吧……？
28,涅マユリ,…………,…………
29,アイザック/艾扎克,ま、眩し……,好、好刺眼……
30,カシウス/卡西乌斯,興味深い。\nヒト、か？\n何故光っている？,真有意思。\n是人类吗？\n为什么会发光？
31,涅マユリ,これはまたものを知らん奴だネ。\n偉大な相手というのは\n輝いて見えるものだヨ。,还真是个孤陋寡闻的家伙呢。\n所谓伟大之人，\n看上去自然会熠熠生辉哦。
32,カシウス/卡西乌斯,覚えておこう。\n物理的に輝く偉大な者とは\n出会ったことがないからな。,我会记住的。\n毕竟我从没见过\n会在物理意义上发光的伟人。
33,アイザック/艾扎克,いや、違う違う、納得するな兄弟！\n論理が飛躍しているし！\n偉大でもヒトは光らないから！,不对不对，别接受这个说法啊，兄弟！\n这逻辑根本就跳太远了！\n再伟大的人也不会发光啊！
36,涅ネム,どうか警戒なさらないで下さい。,请不必如此戒备。
37,涅ネム,私達は……貴方方の世界とは\n別の世界から来訪した\n存在です。,我们……是从一个\n与各位所在世界不同的世界\n来访的存在。
38,アイザック/艾扎克,なんだって？\n異世界？,你说什么？\n异世界？
39,涅ネム,はい。\n私はネムとお呼びください。\nこちらはマユリ様です。,是的。\n请称呼我为音梦。\n这位是茧利大人。
40,涅マユリ,ネム！\n勝手に喋るんじゃアないヨ！,音梦！\n不准擅自开口哦！
41,涅ネム,申し訳ございません。\nですが、身分を明かした方が\n今後の調査が円滑になると思いまして。,非常抱歉。\n但我认为表明身份，\n能让之后的调查更加顺利。
42,涅マユリ,ほう……\nお前如きの判断能力で\nそう下したというのかネ？,哦……\n凭你那点判断能力，\n竟然得出了这种结论吗？
43,涅ネム,申し訳ございません。,非常抱歉。
