id,name,text,trans
0-chapter_name,,ユカタビカラパニック,浴衣碧卡拉大混乱
0-synopsis,,案内所のスタッフをやる羽目になったビカラに、焼きそばに自らバッタを入れたクレーマーが難癖を付けに来る。しかしビカラはバッタを食べた貧しい幼少の経験から本気で彼を心配し、胸打たれたクレーマーは改心して「ビカラ様の握手会が進まないのが頭にきた」と理由を話す。当のビカラが戻らなければと慌てた矢先、仕事をしているのが姬塔達にバレ、深く絶望するのだった。,碧卡拉阴差阳错，只得当起了问讯处的工作人员。一个故意往炒面里放了蚂蚱的投诉者前来找茬，碧卡拉却因幼时贫苦、吃过蚂蚱的经历而真心担忧起他。深受感动的男人改过自新，并坦言自己是因为「碧卡拉大人的握手会迟迟没有进展，越想越来气」才来闹事。碧卡拉正慌忙想着本人必须赶快回去，却被姬塔一行发现她在这里工作，顿时陷入了深深的绝望。
2,ビカラ/碧卡拉,（ど、どうしてこんな事に……！）,（为、为什么会变成这样……！）
3,,握手会と姬塔とのお祭りを\nひとりふた役でこなしていたが、\n案内所のスタッフと間違われた結果……,碧卡拉既要参加握手会，又要陪姬塔逛祭典，\n独自一人分饰两角，\n结果还被错认成了问讯处的工作人员……
4,お祭り運営スタッフ,はい！　それじゃあひと通り\nお仕事の内容は説明したわね！,好！　那么，该做的工作\n我都大致说明过了！
5,お祭り運営スタッフ,最後にもう一度確認ね。\n一番聞かれる事が多い迷子センターは\nあっちよ。いいわね？,最后再确认一遍。\n大家问得最多的走失儿童中心\n就在那边。记住了吗？
6,ビカラ/碧卡拉,は、はい！\nわかりましたぁ……！,好、好的！\n我记住了……！
7,ビカラ/碧卡拉,（うぅ……なにもよくない……\nでも「いい？」って聞かれると、\nつい「はい」って答えちゃう……）,（呜呜……一点都不好……\n可是人家一问「记住了吗？」，\n我就忍不住回答「好的」……）
8,お祭り運営スタッフ,よし！\nそれじゃあ行ってきなさい！\n頑張ってきてね！,好！\n那你就去吧！\n好好加油哦！
9,,こうしてビカラは、\n状況に流されるまま\n案内所で働くことになるのだった。,就这样，碧卡拉随波逐流，\n不得不在问讯处\n工作起来。
15,ビカラ/碧卡拉,（あぁぁぁ……この案内所、\n姬塔さん達がいるあたりに\n近すぎるよぉ……！）,（啊啊啊……这个问讯处\n离姬塔他们所在的地方\n也太近了吧……！）
16,ビカラ/碧卡拉,（誰かと間違われてるのに\n上から言われると断れないし、\nあたしのバカ……）,（明明是被错认成了别人，\n可上面一发话我就不敢拒绝，\n我这个笨蛋……）
17,ビカラ/碧卡拉,（と、とにかく目立たず、\n早く終わらせないと……！\n早く、早く話を進めて……！）,（总、总之要低调一点，\n赶紧把工作做完……！\n快点，快点把事情处理掉……！）
18,ビカラ/碧卡拉,お、お待たせしましたぁ……！\nほほ、本日はどのような\nご用件ですか……？,让、让您久等了……！\n请请、请问您今天\n有什么事……？
