id,name,text,trans
0-chapter_name,,第2話 バルツ鉱山連続盗石事件,第2话 巴尔茨矿山连续盗石事件
0-synopsis,,「バルツ鉱山連続盗石事件」解決のため、姬塔達は被害にあった鉱山を訪れ、別行動中だったアルメイダと再会する。アルメイダも元部下達のために事件調査を行っていたらしく、盗難石一覧とこの鉱山の地図を持っていた。さらに掘削技師であるオルトレグにも師事しているルアテアの力で、鉱山の中から怪しい廃坑道を絞り込む。そして一行は、二手に分かれて調査に向かうのだった。,"为了解决""巴尔茨矿山连续盗石事件""，姬塔等人来到受害的矿山，与正在单独行动的阿尔梅达重逢。阿尔梅达似乎也在为原部下调查事件，持有被盗矿石清单和这座矿山的地图。此外，借助师从挖掘技师奥尔托雷格的露阿提亚的力量，从矿山中锁定可疑的废坑道。然后一行人分成两队展开调查。"
8,,採掘した鉱石が、\nあちこちの鉱山から消え去る\n『バルツ鉱山連続盗石事件』。,开采出的矿石从各处矿山消失的\n'巴尔茨矿山连续盗石事件'。
9,,姬塔達は、その調査のため\n被害にあった鉱山のひとつを\n訪れていた。,姬塔等人为了调查此事\n来到了其中一处受害的矿山。
10,ルリア/露莉亚,わあ……！\n大通りと同じくらい\n人がたくさんですね！,哇……！\n人好多啊，简直和大街上一样多！
11,イオ/伊欧,鉱夫のおじさんによると、\nここが最近被害のあった\n鉱山らしいわ。,据矿工大叔说\n这里就是最近受害的矿山。
12,イオ/伊欧,早速、現場を調べて\n事情も詳しく聞きたいとこだけど……,想赶紧调查现场\n再仔细问问情况来着……
17,ルアテア/露阿提亚,みんな忙しそうね。,大家看起来都很忙呢。
18,ヴァイト/斑特,調査なら許可もとるべきだろうが、\nヒトが多すぎて\n責任者が誰かもわからないな。,要调查的话应该先取得许可，\n但人太多了\n连负责人是谁都不知道。
19,イオ/伊欧,うーん。\nせめて、知り合いでもいれば──,唔。\n至少有个熟人的话——
22,アルメイダ/阿尔梅达,あれ、イオっち？,哎呀，伊欧亲？
23,イオ/伊欧,アルメイダさん！？,阿尔梅达小姐！？
24,ビィ/碧,お前、昔の職場に行くって\n言ってたよな。\nもしかしてここか？,你说要去以前的工作地方，\n难道就是这里？
25,アルメイダ/阿尔梅达,違う違う、それは別の鉱山。\nあたいはただ、\n盗人をとっ捕まえに来たんだ。,不对不对，那是另一个矿山。\n我只是来抓小偷的。
26,,アルメイダは、部下だった鉱夫達から\nいま界隈を騒がせている『盗石事件』を\n聞いたらしい。,阿尔梅达似乎从曾是部下的矿工们那里\n听说了正在附近闹得沸沸扬扬的'盗石事件'。
27,,そして困っている彼らを見かねて、\n自ら犯人を捕まえるために\nこの鉱山を訪れたのだと言う。,她说看不过他们困扰的样子，\n亲自来这个矿山抓捕犯人。
28,アルメイダ/阿尔梅达,この現場には知り合いがいてね。\n事件についても色々聞いてきた。,这个现场有熟人，\n关于事件也打听了不少。
29,アルメイダ/阿尔梅达,といっても、謎が解けなくて\nさっぱりお手上げだったんだけど。,不过谜题解不开，\n完全没辙就是了。
30,イオ/伊欧,謎……？\nただのドロボーじゃないってこと？,谜……？\n意思是不只是普通的小偷？
31,アルメイダ/阿尔梅达,たぶんな。\nこの事件には、ふたつ謎があるんだ。,大概吧。\n这个事件有两个谜团。
32,,アルメイダは『盗難石一覧』と書かれた\n紙を取り出した。,阿尔梅达取出一张写着'被盗矿石清单'的纸。
33,アルメイダ/阿尔梅达,まずひとつは、なぜ盗まれるのが\n「地の世界産の新鉱石だけ」なのか\nわからないこと。,首先第一个是，不明白为什么被盗的\n只有'地之世界产的新矿石'。
34,ビィ/碧,こりゃあ、\nどこで何が盗まれたかのリストか。,这玩意是\n哪里有什么被盗的清单吧。
35,アルメイダ/阿尔梅达,あたいの元部下達と\nここの知り合いに聞いた分しか\n入ってないけどな。,不过只包含了\n从我的原部下和这里的熟人\n那里听来的部分。
36,イオ/伊欧,やっぱり新鉱石が高く売れるから\nそればっかり盗まれてるのかな？,果然是因为新矿石能卖高价\n所以只偷这些？
37,アルメイダ/阿尔梅达,けどそれだと、新鉱石にも劣らない値の\n<span class='scene-font-place'>バルツ</span>産の稀少鉱石まで\n無視されてる理由が謎のままなんだよ。,但那样的话，连价值不亚于新矿石的\n巴尔茨产稀有矿石都被无视的理由\n依然成谜。
38,アルメイダ/阿尔梅达,だけど一番の謎は、もうひとつの方。\n盗まれた鉱石の運搬経路が\nわからないことだ。,但最大的谜团是另外一个。\n不知道被盗矿石的搬运路径。
39,,アルメイダによれば、\n採掘した鉱石は外へ運び出す前に\n鉱山内の貯鉱場という所に置かれる。,据阿尔梅达说，\n开采出的矿石在运到外面之前，\n会先放在矿山内的贮矿场。
40,,貯鉱場に厳重な警備などないが、\nそもそも精鉱前の鉱石は重いため\n運搬機器がないと運べないという。,贮矿场没什么严密警备，\n但据说原本精炼前的矿石很重，\n没有搬运设备是搬不动的。
41,アルメイダ/阿尔梅达,でも、ないんだ。\n不審な馬車や荷車の轍の跡も、\nマギシェルの足跡もない。,但是，没有。\n可疑的马车或货车辙印，\n魔导兽的脚印也没有。
42,ヴァイト/斑特,つまり、運び出した痕跡が一切ないまま\nいつの間にか石だけ消えている……,也就是说，毫无搬运出去的痕迹，\n矿石就不知不觉消失了……
43,イオ/伊欧,簡単には捕まえられないってことね。\nだから衛兵も手が回ってないんだわ。,也就是说没那么容易抓到啊。\n所以卫兵才忙不过来呢。
44,アルメイダ/阿尔梅达,で、困ったあたいは\nとりあえず怪しいヤツを探してたんだ。\n『犯人は現場に戻る』って言うしな！,然后，没办法的我\n就先寻找可疑的家伙了。\n不是说'犯人会回到现场'嘛！
45,ビィ/碧,それって推理小説とかの話\nじゃねぇか……？,那不就是推理小说里的说法吗……？
46,アルメイダ/阿尔梅达,でも他に手掛かりもないし、\n何もしないよりはマシだろ。,不过也没有其他线索，\n比什么都不做要强吧。
47,アルメイダ/阿尔梅达,実際、新鉱石の採掘ラッシュで、\n鉱山に部外者が入っても\nわかりづらくはなってるからな。,实际上因为新矿石的开采热潮，\n就算有外人进矿山\n也不容易被发现。
48,ヴァイト/斑特,大通りと見紛うほどに\n大人数の鉱夫が行き来している。\nこの様子じゃ、そうもなるだろうな。,矿工们络绎不绝，\n多到几乎和大道一样。\n这情况的话，确实如此吧。
49,アルメイダ/阿尔梅达,でもお前達がいるなら話は別だ。\n頼むよ。\n手伝ってくれないか？,但有你们在的话就不一样了。\n拜托了。\n能帮忙吗？
50,イオ/伊欧,もちろん！\n元々、そのために来たんだもん。,当然！\n我们本来就是为这个来的。
51,アルメイダ/阿尔梅达,そうなのか？　それは助かる！\nじゃあ早速、こいつを見てくれ。,是吗？那太好了！\n那就赶紧看看这个。
