id,name,text,trans
0-chapter_name,,第3話 瞞着と逃走,
0-synopsis,,姬塔一行はついにアジトへ辿り着く。スカルは手筈通り、自ら囮を買って出て酒宴に混じる。油断したところで外に控える一行を招き入れる予定であったが、スカルはそれをうっかりバラしてしまう。さらに外の気配に勘付いたベアトリクスは、自分の潜入計画が台無しになることを恐れるあまり、「組織」の仲間が助けに来たことを知りつつもグルザレッザに告げ口をする。,
0,,<span class='scene-font-katari'>スカルの案内を受けた一行は、\n<span class='scene-font-katari'>ついにオダヅモッキーの\n<span class='scene-font-katari'>アジトへと辿り着く。,跟着斯卡尔的引导，一行人终于来到了奥达兹莫奇的藏身之地。
1,ビィ/碧,ごくり……\nここがオダヅモッキーのアジトか……,咕噜……这就是奥达兹莫奇的藏身之地吗……
2,スカル,さて、そんじゃちょっくら、\nオレ様が囮になってくるとすっか。,那么，那就本大爷成为诱饵吧。
3,スカル,オレ様はテメェらから逃げてきた風を\n装う。そしたらアイツらはきっとオレ\n様の帰還を喜んで宴をするはずだぁ～,我会装作从你们哪逃脱的样子。那么他们肯定会高兴地迎接我的归来并举行宴会～
4,スカル,アイツらが酒飲んで酔っ払ったら、\nオレ様が合図を送るからよぉ！,等到他们喝醉了，我会发出信号的！
5,ビィ/碧,う～ん……\nそう上手くいくかぁ？,唔～这样会成功吗？
6,ルリア/露莉亚,あ、あのスカルさん……\n本当にいいんですか？,那个斯卡尔先生……真的没问题吗？
7,スカル,構わねェよ！　俺は自由になるんだ。\nそのためだったら、オヤジを\n裏切っても構わねぇ！！,没关系！我要变得自由。为了这个，就算要背叛老头子也没关系！！
8,スカル,へへっ、まぁ、後で\nテメェらの事も裏切るけどなぁ……,嘿嘿，嗯，之后我也会背叛你们的……
9,ビィ/碧,だから心の声だだ漏れだって……,怎么内心话都说出来了啊……
10,,こうしてスカルはアジトへと潜入し、\n一行はユーステスと共に\n近場の岩陰に隠れ、機をうかがう。, 就这样，斯卡尔潜入了藏身之地，一行人与尤斯特斯一起藏在附近的岩石后面，等待时机。
13,荒くれ者４/小混混４,んん～……？　おほぉっ！？\nありゃスカルじゃねぇーか！！, 嗯嗯～？噢呵呵！？那不是斯卡尔吗！！
14,グルザレッザ/古扎雷萨,なに……！？, 什么……！？
15,荒くれ者５/小混混５,お、おめぇ生きてたんか！\nけけけ、死にぞこねぇが！, 你、你还活着啊！哈哈哈，真是不死之身啊！
16,スカル,へへ、オレ様は不死身よ……\n天才だからなぁ！, 嘿嘿，我是不死身的……因为我是天才嘛！
17,スカル,しかし、酷い目にあったぜ……\nいててて……いってて……, 不过，我还是遭遇了不好的事情……疼痛啊……
18,荒くれ者５/小混混５,ひゃひひっおいおいスカルゥ！\nお前が抑えてるとこ\n怪我してねェぞぉ！, 咿呀呀，喂喂斯卡尔！你还压着那里，我可没受伤哦！
19,スカル,あぁ？　あ、ほんとだ。\nあいててて、こっちだった\nいってー……, 啊？啊，真的呢。疼痛疼痛，是这里啊……
20,荒くれ者６/小混混６,ひひひ……！！\n相変わらずバカだなオメェは！\n頭スカスカルよぉ！, 嘻嘻嘻……！！你还是一如既往的蠢啊！你脑袋里空空的！
21,スカル,うるせぇ！　誰が頭スカスカルだ！\nそれにオレ様はバカじゃねぇ！！\nオレ様は……, 别闹！谁是脑袋里空空的！况且我不是傻瓜！！我是……
22,グルザレッザ/古扎雷萨,天才だ。, 天才。
23,スカル,……オヤジ。, ……老爹。
24,グルザレッザ/古扎雷萨,このやり取りはもう聞けない。\nそう思っていたぞ……\nよく帰ってきたな、スカル……, 还以为再也听不到这种对话了。我是这样想的……你回来了，斯卡尔……
25,グルザレッザ/古扎雷萨,さぁ息子たち！！\n乾杯のやり直しだ！！, 来吧，孩子们！！再来一杯！！
26,グルザレッザ/古扎雷萨,最愛の息子、スカルの帰還に！！, 为至爱的儿子，斯卡尔的归来！！
27,荒くれ者達,ヒィィィィィハァァァァァッ！！, 咦啊啊啊啊哈哈哈！！
28,,スカルの帰還を喜び、楽しげに酒を\n飲むオダヅモッキー達。誰もスカルを\n疑わない。……たった一人を除いて。, 为斯卡尔的归来而高兴，欢快地喝着酒的奥达兹莫奇们并没有人怀疑斯卡尔……除了一个人，
29,ベアトリクス/贝阿朵丽丝,（この気配……\n外に誰かいるな……）, （有种气息……外面有人……）
30,,ベアトリクスは剣の切っ先を\nアジトの出入り口へと向ける。\nすると、剣が仄かに輝き始める。, 贝阿朵丽丝把剑尖对准了藏身地的出入口。于是，剑开始微微发光。
31,ベアトリクス/贝阿朵丽丝,（間違いない。\n組織の人間が外に居る……）, （毫无疑问。组织的人就在外面……）
32,ベアトリクス/贝阿朵丽丝,（クッ……まずい……\n今来られると……\n私の計画が台無しになる……！）,（咕……糟糕……如果他们来了……我的计划就泡汤了……！）
33,,訝しげにスカルを睨むベアトリクス。\nスカルは鋭い視線に気づき、\nベアトリクスの方を見る。, 贝阿朵丽丝怀疑地瞪着斯卡尔。斯卡尔察觉到她锐利的目光，转向了贝阿朵丽丝。
34,スカル,おっ！　ねーちゃん！\nアイツらが表にきてるぜぇ！ \n, 哦！姐姐！他们在外面哦！
35,荒くれ者６/小混混６,は……？　アイツら？, 哈……？他们？
36,グルザレッザ/古扎雷萨,……どういう意味だ？, ……什么意思？
37,スカル,ん？　なんだ？\nオレ様、何かマズいこと言ったか？, 嗯？怎么了？我说了什么该说的吗？
38,ベアトリクス/贝阿朵丽丝,グルザレッザ、今約束を果たそう。\n……そいつ、誰か連れてきてるぞ。\n外に気配を感じる。, 古尔扎雷扎，现在该履行诺言了。……他带了什么人来。我感受到了外面的气息。
39,スカル,な、なにぃ！？\nなんで裏切りがバレたんだぁ！？, 什、什么！？为什么背叛被发现了！？
40,グルザレッザ/古扎雷萨,スカル、貴様……！！, 斯卡尔，你……！！
41,スカル,し、しまったぁ！？\nあはっははは……, 糟了！？哈哈哈哈……
42,スカル,逃げるが勝ちだぜぇ～！！\nいひっひひひ～～！！, 逃跑才是胜利啊～！！嘻嘻嘻～～！！
44,荒くれ者６/小混混６,あっ！　逃げやがった！！\nお、オヤジどうす……ひっ！, 啊！他逃走了！！老、老头子怎么办……嘶！
45,,グルザレッザは怒りに震え、\n手に持ったグラスを握り潰した。, 古尔扎雷扎因愤怒而颤抖，捏碎了握在手中的玻璃杯。
46,グルザレッザ/古扎雷萨,許さん……！！　\n裏切ったのか、この俺を……！！\nスカル如きが……！！, 不会放过你……！！背叛了我这个家伙……！！斯卡尔这种东西……！！
47,グルザレッザ/古扎雷萨,すぐに全員で追え！！\n犬橇部隊も呼べ！！\n空の底の果てまで追い詰めろ！, 马上全员追击！！调集雪橇队！！追击他们到天涯海角！！
48,荒くれ者達,ヒィィィィヤァァァハァァァッ！！\n了解したぜオヤジぃ！！, 喔啊啊啊哈哈哈！！明白了老头子！！
