id,name,text,trans
0-chapter_name,,第6話 果て無き欲望,第6话 无尽的欲望
0-synopsis,,王を確実に葬るため自分が犠牲になると言って譲らないディアマンだったが、グリードとの問答の末に、本当の欲望を口にする。するとグリードはディアマンの腹を爪で裂く。それは、ジャナト王の魂をディアマンの中から追い出すための作戦であり、ディアマンはレナとメイによって回復する。ディアマンは、駆けつけたクラリスやマスタング達とともに賢者の石と同化したジャナト王との決戦に挑む。,迪亚曼坚持要牺牲自己以确保葬送贾纳托王，但在与古利德的问答后，他说出了自己真正的欲望。于是古利德用爪子撕裂了迪亚曼的腹部。这是为了将贾纳托王的灵魂从迪亚曼体内驱逐出去的作战，迪亚曼随后被蕾娜和梅救醒。迪亚曼与赶来的克拉莉丝、马斯坦等人并肩作战，向与贤者之石同化的贾纳托王发起决战。
4,,一直線にディアマンの心臓へ\n向かう剣を、間一髪グリードが\n掴み、止める。,古利德在千钧一发之际，\n抓住了径直刺向迪亚曼心脏的剑。
5,グリード/古利德,ディアマン。\nてめえ、何のつもりだ？,迪亚曼。\n你这家伙，到底想干什么？
6,ディアマン/迪亚曼,殺すんですよ。\n親父を……\nこの妄執の果てに狂った王を。,杀了他。\n杀了我的父亲……\n杀了这个在妄执的尽头陷入疯狂的王。
7,ディアマン/迪亚曼,この魂の定着術は、完全じゃない。\n血筋に強く依存する……そして現代で\n奴が憑依できるのは、おれしかいない。,这种灵魂固着术并不完美。\n它强烈依赖于血脉……而在现代，\n他能附身的只有我。
8,ディアマン/迪亚曼,つまり、ここでおれが死ねば、\n奴も死ぬ……道連れにできるんです。,也就是说，只要我死在这里，\n他也会死……我可以拉着他同归于尽。
9,エドワード/爱德华,<span class='scene-font-4'>ふざけんな！</span>\nそんな事しなくたって、\n何か他に方法が──,<span class='scene-font-4'>别开玩笑了！</span>\n就算不这么做，\n也一定还有其他办法——
10,ディアマン/迪亚曼,もう魂を引きはがせる段階は過ぎてる。\nこいつの意思で、身体から出ていこうと\nしない限り無理なんだよ……！,已经过了能剥离灵魂的阶段了。\n除非他自愿离开这具身体，\n否则是不可能的……！
11,エドワード/爱德华,っ……！,……！
12,ディアマン/迪亚曼,グリードさん、わかってくれますよね。\nこいつを殺すのが、どれだけの悲願か。\nどうか……止めないでくださいよ。,古利德先生，你能理解的吧。\n杀死这家伙是我多么渴望的夙愿。\n求求你……不要阻止我。
13,グリード/古利德,なあ、ディアマン、\nおまえが欲しかったモンはそれだけか？,喂，迪亚曼，\n你想要的就只有这个吗？
14,ディアマン/迪亚曼,欲しい物なんて望める立場じゃない。\n王を殺しておれも死ななきゃ\n償えねえでしょうよ！！！,我哪有资格去奢望什么。\n如果不杀了王并以死谢罪，\n我是无法赎罪的吧！！！
15,ディアマン/迪亚曼,おれのせいで何人死んだと思ってる！？\n親父が殺した人の事じゃない、おれが！\nおれ自身が殺し、巻き込んだ！,你以为因为我死了多少人！？\n我说的不是老爸杀的人，而是我！\n是我亲手杀害、牵连的！
